,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<<<,,,,<<<,,,,,,,,,,,,,,,,,,
,,,10:56:40,,Health,lvl 17,0d 10h 56m,4.415 567%,2.11 B,5d  3h 49m,,,,,,,,,Health Regen,lvl 20,1d  0h 22m,1.882 074%,52.45 M,28d  6h 16m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2,0,0,0,4,0,0,2,0,,4.32E+07,x4,1.55E+06,,,x1.000,550%,x1.000,2.105E+09,,2.147E+09,2.124E+09,2.106E+09,,,,2.144E+09,2.126E+09,,2.200E+09,,,2.510886%,2.344322%,1.615954%,,,,2.264740%,0.970344%,,2.938252%,,,,,,,,,,,,1,
,,,24:35:27,,Death Wave Health,lvl 3,1d  0h 35m,4.407 379%,2.2 B,6d  4h 24m,,,,,,,,,Health Regen,lvl 21,1d  3h 26m,1.640 340%,53.43 M,29d  9h 42m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2,0,0,0,4,0,0,3,0,,4.32E+07,x4,1.55E+06,,,x1.000,575%,x1.000,2.200E+09,,2.244E+09,2.220E+09,2.201E+09,,,,2.241E+09,2.222E+09,,2.295E+09,,,2.511596%,2.344322%,1.546132%,,,,2.264740%,0.970344%,,2.258778%,,,1,,,,,,,,,,
,,,12:34:40,,Health,lvl 18,0d 12h 34m,3.767 395%,2.24 B,6d 16h 59m,,,,,,,,,Standard Perks Bonus,lvl 4,0d 14h 14m,1.637 071%,53.95 M,29d 23h 56m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2,0,0,0,4,0,0,3,0,,4.40E+07,x4,1.55E+06,,,x1.000,575%,x1.000,2.244E+09,,2.287E+09,2.264E+09,2.244E+09,,,,2.285E+09,2.266E+09,,2.341E+09,,,2.159628%,2.344322%,1.516197%,,,,2.264740%,0.970344%,,2.259051%,,,,1,,,,,,,,,
,,Health Regen,6:04:00,,Defense %,lvl 6,0d  6h  4m,3.516 484%,2.26 B,6d 23h  3m,,,,,,,,,Health Regen,lvl 22,1d  6h 44m,1.437 260%,54.94 M,31d  6h 40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,2,0,0,0,4,0,0,3,0,,4.40E+07,x4,1.55E+06,,,x1.000,575%,x1.000,2.264E+09,,2.307E+09,2.284E+09,2.264E+09,,,,2.306E+09,2.287E+09,,2.361E+09,,,2.159628%,1.632718%,1.516197%,,,,2.274546%,0.970344%,,2.259051%,,,,,,,,,1,,,,
,,Wall Regen,13:08:00,,Standard Perks Bonus,lvl 5,0d 13h  8m,3.411 819%,2.31 B,7d 12h 11m,,,,,,,,,Wall Regen,lvl 9,9d  4h 50m,1.358 491%,61.81 M,40d 11h 30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,2,0,0,0,5,0,0,3,0,,4.44E+07,x4,1.57E+06,,,x1.000,575%,x1.000,2.306E+09,,2.351E+09,2.327E+09,2.306E+09,,,,2.349E+09,2.329E+09,,2.406E+09,,,2.159628%,1.647494%,1.516197%,,,,1.687819%,0.970344%,,2.259051%,,,,,,,,,,,,1,
,,Standard Perks Bonus,30:36:22,,Death Wave Health,lvl 4,1d  6h 36m,3.388 577%,2.41 B,8d 18h 47m,,,,,,,,,Health Regen,lvl 23,1d 10h 14m,1.266 996%,62.93 M,41d 21h 44m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,2,0,0,0,5,0,0,4,0,,4.44E+07,x4,1.57E+06,,,x1.000,600%,x1.000,2.406E+09,,2.452E+09,2.427E+09,2.406E+09,,,,2.450E+09,2.430E+09,,2.505E+09,,,2.160177%,1.647494%,1.453391%,,,,1.687819%,0.970344%,,1.780933%,,,1,,,,,,,,,,
,,Improve Trade-off Perks,14:20:40,,Health,lvl 19,0d 14h 20m,3.240 265%,2.45 B,9d  9h  8m,,,,,,,,,Standard Perks Bonus,lvl 5,0d 19h 42m,1.171 417%,63.53 M,42d 17h 26m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6,2,0,0,0,5,0,0,4,0,,4.53E+07,x4,1.57E+06,,,x1.000,600%,x1.000,2.452E+09,,2.499E+09,2.474E+09,2.453E+09,,,,2.498E+09,2.477E+09,,2.554E+09,,,1.871276%,1.647494%,1.425779%,,,,1.687819%,0.970344%,,1.781132%,,,1,,,,,,,,,,
,,,16:14:40,,Health,lvl 20,0d 16h 14m,2.806 914%,2.5 B,10d  1h 23m,,,,,,,,,Health Regen,lvl 24,1d 13h 58m,1.122 130%,64.66 M,44d  7h 24m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,2,0,0,0,5,0,0,4,0,,4.62E+07,x4,1.57E+06,,,x1.000,600%,x1.000,2.499E+09,,2.545E+09,2.521E+09,2.499E+09,,,,2.545E+09,2.524E+09,,2.602E+09,,,1.631104%,1.647494%,1.399196%,,,,1.687819%,0.970344%,,1.781324%,,,,,,,,,,,,1,
,,,37:12:53,,Death Wave Health,lvl 5,1d 13h 12m,2.671 986%,2.6 B,11d 14h 36m,,,,,,,,,Health Regen,lvl 25,1d 17h 56m,0.998 262%,65.79 M,46d  1h 20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,2,0,0,0,5,0,0,5,0,,4.62E+07,x4,1.57E+06,,,x1.000,625%,x1.000,2.602E+09,,2.651E+09,2.626E+09,2.603E+09,,,,2.651E+09,2.629E+09,,2.706E+09,,,1.631472%,1.647494%,1.343531%,,,,1.687819%,0.970344%,,1.422936%,,,,,,,,,1,,,,
,,Health +,17:41:20,,Standard Perks Bonus,lvl 6,0d 17h 41m,2.531 728%,2.65 B,12d  8h 17m,,,,,,,,,Improve Trade-off Perks,lvl 1,1d  0h 59m,0.960 640%,66.45 M,47d  2h 19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,2,0,0,0,6,0,0,5,0,,4.66E+07,x5,1.58E+06,,,x1.000,625%,x1.000,2.651E+09,,2.700E+09,2.675E+09,2.651E+09,,,,2.700E+09,2.678E+09,,2.756E+09,,,1.631472%,1.662539%,1.343531%,,,,1.268760%,0.970344%,,1.422936%,,,,1,,,,,,,,,
,,Wall Health +,8:47:20,,Defense %,lvl 7,0d  8h 47m,2.493 809%,2.68 B,12d 17h  4m,,,,,,,,,Health Regen,lvl 26,1d 22h  7m,0.892 147%,67.59 M,49d  0h 26m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,2,0,0,0,6,0,0,5,0,,4.66E+07,x5,1.58E+06,,,x1.000,625%,x1.000,2.675E+09,,2.725E+09,2.700E+09,2.675E+09,,,,2.725E+09,2.702E+09,,2.781E+09,,,1.631472%,1.177630%,1.343531%,,,,1.274540%,0.970344%,,1.422936%,,,1,,,,,,,,,,
,,Defense Absolute +,18:17:20,,Health,lvl 21,0d 18h 17m,2.447 208%,2.72 B,13d 11h 22m,,,,,,,,,Standard Perks Bonus,lvl 6,1d  2h 32m,0.861 450%,68.23 M,50d  2h 58m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7,2,0,0,0,6,0,0,5,0,,4.75E+07,x5,1.58E+06,,,x1.000,625%,x1.000,2.725E+09,,2.775E+09,2.750E+09,2.725E+09,,,,2.776E+09,2.752E+09,,2.833E+09,,,1.429631%,1.177630%,1.318934%,,,,1.274540%,0.970344%,,1.423078%,,,1,,,,,,,,,,
,,Recovery Package +,20:29:20,,Health,lvl 22,0d 20h 29m,2.144 447%,2.77 B,14d  7h 51m,,,,,,,,,Wall Regen,lvl 10,13d 12h 24m,0.822 030%,75.81 M,63d 15h 22m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,2,0,0,0,6,0,0,5,0,,4.84E+07,x5,1.58E+06,,,x1.000,625%,x1.000,2.775E+09,,2.825E+09,2.800E+09,2.775E+09,,,,2.827E+09,2.803E+09,,2.885E+09,,,1.260392%,1.177630%,1.295222%,,,,1.274540%,0.970344%,,1.423214%,,,,,,,,,,,,1,
,,,44:44:03,,Death Wave Health,lvl 6,1d 20h 44m,2.134 821%,2.89 B,16d  4h 35m,,,,,,,,,Health Regen,lvl 27,2d  2h 33m,0.800 187%,77.09 M,65d 17h 55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,2,0,0,0,6,0,0,6,0,,4.84E+07,x5,1.58E+06,,,x1.000,650%,x1.000,2.885E+09,,2.937E+09,2.912E+09,2.886E+09,,,,2.939E+09,2.914E+09,,2.996E+09,,,1.260645%,1.177630%,1.245656%,,,,1.274540%,0.970344%,,1.143947%,,,,,,,,,1,,,,
,,,23:31:20,,Standard Perks Bonus,lvl 7,0d 23h 31m,1.911 809%,2.94 B,17d  4h  6m,,,,,,,,,Health Regen,lvl 28,2d  7h 13m,0.720 417%,78.37 M,68d  1h  8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,2,0,0,0,7,0,0,6,0,,4.88E+07,x5,1.60E+06,,,x1.000,650%,x1.000,2.939E+09,,2.992E+09,2.967E+09,2.940E+09,,,,2.994E+09,2.969E+09,,3.052E+09,,,1.260645%,1.188585%,1.245656%,,,,0.966278%,0.970344%,,1.143947%,,,1,,,,,,,,,,
,,,22:49:20,,Health,lvl 23,0d 22h 49m,1.890 967%,2.99 B,18d  2h 56m,,,,,,,,,Health Regen,lvl 29,2d 12h  8m,0.650 728%,79.64 M,70d 13h 16m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,2,0,0,0,7,0,0,6,0,,4.97E+07,x5,1.60E+06,,,x1.000,650%,x1.000,2.992E+09,,3.045E+09,3.020E+09,2.993E+09,,,,3.048E+09,3.022E+09,,3.107E+09,,,1.116605%,1.188585%,1.223653%,,,,0.966278%,0.970344%,,1.144049%,,,,,1,,,,,,,,
,,,0:10:56,,Defense Absolute,lvl 3,0d  0h 10m,1.835 479%,2.99 B,18d  3h  7m,,,,,,,,,Standard Perks Bonus,lvl 7,1d 11h 17m,0.641 706%,80.4 M,72d  0h 33m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,3,0,0,0,7,0,0,6,0,,4.97E+07,x5,1.64E+06,,,x1.000,650%,x1.000,2.993E+09,,3.045E+09,3.020E+09,2.993E+09,,,,3.049E+09,3.023E+09,,3.107E+09,,,1.116449%,1.188585%,0.636314%,,,,0.966278%,0.970344%,,1.143890%,,,,1,,,,,,,,,
,,,12:31:20,,Defense %,lvl 8,0d 12h 31m,1.782 877%,3.02 B,18d 15h 38m,,,,,,,,,Improve Trade-off Perks,lvl 2,1d 14h 54m,0.610 858%,81.19 M,73d 15h 27m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8,3,0,0,0,7,0,0,6,0,,4.97E+07,x5,1.64E+06,,,x1.000,650%,x1.000,3.020E+09,,3.074E+09,3.049E+09,3.021E+09,,,,3.077E+09,3.051E+09,,3.136E+09,,,1.116449%,0.859030%,0.636314%,,,,0.970825%,0.970344%,,1.143890%,,,,,,,,,,,,1,
,,,53:31:31,,Death Wave Health,lvl 7,2d  5h 31m,1.715 835%,3.14 B,20d 21h  9m,,,,,,,,,Health Regen,lvl 30,2d 17h 18m,0.589 627%,82.49 M,76d  8h 45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8,3,0,0,0,7,0,0,7,0,,4.97E+07,x5,1.64E+06,,,x1.000,675%,x1.000,3.136E+09,,3.191E+09,3.165E+09,3.136E+09,,,,3.195E+09,3.168E+09,,3.252E+09,,,1.116659%,0.859030%,0.612862%,,,,0.970825%,0.970344%,,0.921614%,,,1,,,,,,,,,,
,,,25:18:40,,Health,lvl 24,1d  1h 18m,1.674 988%,3.19 B,21d 22h 28m,,,,,,,,,Health Regen,lvl 31,2d 22h 43m,0.535 867%,83.8 M,79d  7h 28m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8,3,0,0,0,7,0,0,7,0,,5.06E+07,x5,1.64E+06,,,x1.000,675%,x1.000,3.191E+09,,3.247E+09,3.221E+09,3.192E+09,,,,3.251E+09,3.224E+09,,3.309E+09,,,0.993479%,0.859030%,0.602224%,,,,0.970825%,0.970344%,,0.921692%,,,1,,,,,,,,,,
,,,27:57:20,,Health,lvl 25,1d  3h 57m,1.490 219%,3.25 B,23d  2h 25m,,,,,,,,,Wall Regen,lvl 11,19d 15h 18m,0.509 229%,92.18 M,98d 22h 46m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,3,0,0,0,7,0,0,7,0,,5.15E+07,x5,1.64E+06,,,x1.000,675%,x1.000,3.247E+09,,3.302E+09,3.277E+09,3.247E+09,,,,3.308E+09,3.280E+09,,3.366E+09,,,0.887945%,0.859030%,0.591948%,,,,0.970825%,0.970344%,,0.921768%,,,,,,,,,1,,,,
,,,31:01:20,,Standard Perks Bonus,lvl 8,1d  7h  1m,1.456 238%,3.31 B,24d  9h 27m,,,,,,,,,Health Regen,lvl 32,3d  4h 23m,0.488 401%,93.61 M,102d  3h  9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,3,0,0,0,8,0,0,7,0,,5.19E+07,x5,1.66E+06,,,x1.000,675%,x1.000,3.308E+09,,3.364E+09,3.339E+09,3.308E+09,,,,3.370E+09,3.341E+09,,3.430E+09,,,0.887945%,0.867172%,0.591948%,,,,0.741494%,0.970344%,,0.921768%,,,,,,,,,,1,,,
,,,16:39:20,,Improve Trade-Off Perks,lvl 1,0d 16h 39m,1.455 516%,3.34 B,25d  2h  6m,,,,,,,,,Standard Perks Bonus,lvl 8,1d 22h 32m,0.482 018%,94.48 M,104d  1h 41m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,3,0,0,0,8,1,0,7,0,,5.19E+07,x5,1.66E+06,,,x1.000,675%,x1.000,3.341E+09,,3.398E+09,3.373E+09,3.342E+09,,,,3.404E+09,3.375E+09,,3.464E+09,,,0.887945%,0.867172%,0.591948%,,,,0.741494%,0.629558%,,0.921768%,,,,,,,,,,,,1,
,,,63:59:09,,Death Wave Health,lvl 8,2d 15h 59m,1.382 652%,3.46 B,27d 18h  5m,,,,,,,,,Health Regen,lvl 33,3d 10h 18m,0.446 351%,95.93 M,107d 11h 59m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,3,0,0,0,8,1,0,8,0,,5.19E+07,x5,1.66E+06,,,x1.000,700%,x1.000,3.464E+09,,3.524E+09,3.497E+09,3.465E+09,,,,3.530E+09,3.500E+09,,3.588E+09,,,0.888095%,0.867172%,0.570903%,,,,0.741494%,0.629558%,,0.743087%,,,1,,,,,,,,,,
,,,30:44:40,,Health,lvl 26,1d  6h 44m,1.332 142%,3.52 B,29d  0h 50m,,,,,,,,,Improve Trade-off Perks,lvl 3,2d  5h  0m,0.443 951%,96.87 M,109d 16h 59m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,3,0,0,0,8,1,0,8,0,,5.28E+07,x5,1.66E+06,,,x1.000,700%,x1.000,3.524E+09,,3.583E+09,3.557E+09,3.524E+09,,,,3.590E+09,3.560E+09,,3.649E+09,,,0.796613%,0.867172%,0.561324%,,,,0.741494%,0.629558%,,0.743144%,,,,1,,,,,,,,,
,,,17:29:20,,Defense %,lvl 9,0d 17h 29m,1.300 758%,3.56 B,29d 18h 19m,,,,,,,,,Health Regen,lvl 34,3d 16h 30m,0.408 824%,98.33 M,113d  9h 29m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,3,0,0,0,8,1,0,8,0,,5.28E+07,x5,1.66E+06,,,x1.000,700%,x1.000,3.557E+09,,3.617E+09,3.591E+09,3.557E+09,,,,3.624E+09,3.593E+09,,3.683E+09,,,0.796613%,0.639736%,0.561324%,,,,0.745099%,0.629558%,,0.743144%,,,1,,,,,,,,,,
,,,33:42:00,,Health,lvl 27,1d  9h 42m,1.194 920%,3.62 B,31d  4h  1m,,,,,,,,,Wall Regen,lvl 12,22d 13h 59m,0.402 552%,107.27 M,135d 23h 29m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,3,0,0,0,8,1,0,8,0,,5.37E+07,x5,1.66E+06,,,x1.000,700%,x1.000,3.617E+09,,3.676E+09,3.651E+09,3.617E+09,,,,3.685E+09,3.654E+09,,3.745E+09,,,0.717252%,0.639736%,0.552062%,,,,0.745099%,0.629558%,,0.743199%,,,,,,,,,1,,,,
,,,40:37:20,,Standard Perks Bonus,lvl 9,1d 16h 37m,1.117 649%,3.69 B,32d 20h 39m,,,,,,,,,Health Regen,lvl 35,3d 22h 57m,0.375 393%,108.86 M,139d 22h 26m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,3,0,0,0,9,1,0,8,0,,5.42E+07,x5,1.67E+06,,,x1.000,700%,x1.000,3.685E+09,,3.746E+09,3.721E+09,3.686E+09,,,,3.755E+09,3.723E+09,,3.816E+09,,,0.717252%,0.645917%,0.552062%,,,,0.573599%,0.629558%,,0.743199%,,,,,,,,,,,,1,
,,,76:33:00,,Death Wave Health,lvl 9,3d  4h 33m,1.114 798%,3.82 B,36d  1h 12m,,,,,,,,,Standard Perks Bonus,lvl 9,2d 12h 56m,0.364 697%,109.87 M,142d 11h 22m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,3,0,0,0,9,1,0,9,0,,5.42E+07,x5,1.67E+06,,,x1.000,725%,x1.000,3.816E+09,,3.879E+09,3.853E+09,3.817E+09,,,,3.888E+09,3.855E+09,,3.947E+09,,,0.717361%,0.645917%,0.533106%,,,,0.573599%,0.629558%,,0.599220%,,,1,,,,,,,,,,
,,,36:48:40,,Health,lvl 28,1d 12h 48m,1.076 041%,3.88 B,37d 14h  0m,,,,,,,,,Health Regen,lvl 36,4d  5h 40m,0.345 462%,111.48 M,146d 17h  2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,3,0,0,0,9,1,0,9,0,,5.51E+07,x5,1.67E+06,,,x1.000,725%,x1.000,3.879E+09,,3.942E+09,3.917E+09,3.880E+09,,,,3.952E+09,3.919E+09,,4.012E+09,,,0.648013%,0.645917%,0.524450%,,,,0.573599%,0.629558%,,0.599262%,,,1,,,,,,,,,,
,,,40:05:20,,Health,lvl 29,1d 16h  5m,0.972 019%,3.94 B,39d  6h  6m,,,,,,,,,Improve Trade-off Perks,lvl 4,2d 19h 40m,0.344 349%,112.56 M,149d 12h 42m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,3,0,0,0,9,1,0,9,0,,5.60E+07,x5,1.67E+06,,,x1.000,725%,x1.000,3.942E+09,,4.005E+09,3.980E+09,3.943E+09,,,,4.017E+09,3.982E+09,,4.077E+09,,,0.587206%,0.645917%,0.516071%,,,,0.573599%,0.629558%,,0.599302%,,,,1,,,,,,,,,
,,,23:56:00,,Defense %,lvl 10,0d 23h 56m,0.968 875%,3.98 B,40d  6h  2m,,,,,,,,,Wall Regen,lvl 13,25d 23h 17m,0.320 875%,121.94 M,175d 11h 59m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,3,0,0,0,9,1,0,9,0,,5.60E+07,x5,1.67E+06,,,x1.000,725%,x1.000,3.980E+09,,4.044E+09,4.019E+09,3.981E+09,,,,4.056E+09,4.021E+09,,4.117E+09,,,0.587206%,0.486622%,0.516071%,,,,0.576482%,0.629558%,,0.599302%,,,,,,,,,,1,,,
,,,25:56:00,,Improve Trade-Off Perks,lvl 2,1d  1h 56m,0.944 337%,4.02 B,41d  7h 58m,,,,,,,,,Health Regen,lvl 37,4d 12h 40m,0.318 546%,123.7 M,180d  0h 39m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,3,0,0,0,9,2,0,9,0,,5.60E+07,x5,1.67E+06,,,x1.000,725%,x1.000,4.021E+09,,4.085E+09,4.060E+09,4.021E+09,,,,4.097E+09,4.062E+09,,4.159E+09,,,0.587206%,0.486622%,0.516071%,,,,0.576482%,0.466835%,,0.599302%,,,,,,,,,,,,1,
,,,91:40:59,,Death Wave Health,lvl 10,3d 19h 40m,0.898 953%,4.16 B,45d  3h 39m,,,,,,,,,Health Regen,lvl 38,4d 19h 55m,0.294 377%,125.46 M,184d 20h 34m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,3,0,0,0,9,2,0,10,0,,5.60E+07,x5,1.67E+06,,,x1.000,750%,x1.000,4.159E+09,,4.225E+09,4.199E+09,4.159E+09,,,,4.238E+09,4.202E+09,,4.297E+09,,,0.587287%,0.486622%,0.498937%,,,,0.576482%,0.466835%,,0.461084%,,,1,,,,,,,,,,
,,,43:32:00,,Health,lvl 30,1d 19h 32m,0.880 930%,4.23 B,46d 23h 11m,,,,,,,,,Standard Perks Bonus,lvl 10,3d  7h 11m,0.278 068%,126.61 M,188d  3h 45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,3,0,0,0,9,2,0,10,0,,5.69E+07,x5,1.67E+06,,,x1.000,750%,x1.000,4.225E+09,,4.292E+09,4.267E+09,4.226E+09,,,,4.306E+09,4.269E+09,,4.366E+09,,,0.533773%,0.486622%,0.491090%,,,,0.576482%,0.466835%,,0.461113%,,,,,,,,,1,,,,
,,,52:47:20,,Standard Perks Bonus,lvl 10,2d  4h 47m,0.864 724%,4.31 B,49d  3h 58m,,,,,,,,,Improve Trade-off Perks,lvl 5,3d 11h 24m,0.276 702%,127.83 M,191d 15h  9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,3,0,0,0,10,2,0,10,0,,5.74E+07,x5,1.69E+06,,,x1.000,750%,x1.000,4.306E+09,,4.373E+09,4.348E+09,4.306E+09,,,,4.388E+09,4.350E+09,,4.449E+09,,,0.533773%,0.491416%,0.491090%,,,,0.447682%,0.466835%,,0.461113%,,,1,,,,,,,,,,
,,,47:08:40,,Health,lvl 31,1d 23h  8m,0.800 660%,4.37 B,51d  3h  7m,,,,,,,,,Health Regen,lvl 39,5d  3h 28m,0.272 502%,129.62 M,196d 18h 37m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,10,3,0,0,0,10,2,0,10,0,,5.83E+07,x5,1.69E+06,,,x1.000,750%,x1.000,4.373E+09,,4.441E+09,4.416E+09,4.374E+09,,,,4.457E+09,4.418E+09,,4.519E+09,,,0.486522%,0.491416%,0.483486%,,,,0.447682%,0.466835%,,0.461141%,,,,1,,,,,,,,,
,,,32:04:40,,Defense %,lvl 11,1d  8h  4m,0.737 125%,4.42 B,52d 11h 11m,,,,,,,,,Wall Regen,lvl 14,29d 20h 47m,0.257 559%,139.59 M,226d 15h 25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,11,3,0,0,0,10,2,0,10,0,,5.83E+07,x5,1.69E+06,,,x1.000,750%,x1.000,4.416E+09,,4.485E+09,4.460E+09,4.417E+09,,,,4.501E+09,4.462E+09,,4.563E+09,,,0.486522%,0.377261%,0.483486%,,,,0.450009%,0.466835%,,0.461141%,,,1,,,,,,,,,,
